id	filename	md5	size	state
a7f038c4-0880-458b-b8ff-232f32d29220	692ea666-b4ac-4e92-b712-96a67edaef56.rna_seq.genomic.gdc_realn.bam	a68b67c17cb2dd361a34eaded98e63dd	10361653865	released
bcecf315-bca9-4518-ace3-dad827722905	cafc9e36-c5f0-45df-ad03-16210ff0d870.rna_seq.genomic.gdc_realn.bam	508eb0a690ab254e2276f954110bb554	10904621383	released
edca0f54-a25d-4568-8dbd-a108a341be17	bcbe88a9-729e-4af8-9bb8-1ac65aa4bd23.rna_seq.genomic.gdc_realn.bam	fc369a455ae72f8ba2e359287bff54c3	9205529340	released
80e485cb-8574-49b8-b2f2-1eb8178a4c05	63afc197-8c49-4150-a98b-61c47f182778.rna_seq.genomic.gdc_realn.bam	178b22c0d7ad4a854774ec406e756f94	5715795243	released
9c96a131-f7ed-4537-bd8a-3dc188f93670	c2fe2d79-efb1-4e4d-a297-bd6b15703d10.rna_seq.genomic.gdc_realn.bam	34adcf5abbb639ac0d42a26cac696cfd	6667868527	released
d6b7a6d3-9a36-4752-bd57-9a40ee6f94e9	ef2a6bd9-fe3b-4b67-942c-89f3a34813ad.rna_seq.genomic.gdc_realn.bam	6759c6e411bc110c1611e03498fc9783	6254770218	released
e461667c-bdc7-42da-8779-d7902c9593af	2e1410fb-4799-4a85-97e2-0d05c9255977.rna_seq.genomic.gdc_realn.bam	771979a58314fc7b771b9fafc8a41f3d	7742408671	released
06a60797-f4ec-4036-bbb9-3f1811c6cc57	e5bcd6f9-680e-4d57-81f3-c8e6b40bb2af.rna_seq.genomic.gdc_realn.bam	b1d67030121aff7aa92ddfae36b14fb1	7188536092	released
617ab3f9-4e2b-48ed-b11a-b4d11a09160c	4937e136-52e6-4c33-9f53-36ce2a94c09e.rna_seq.genomic.gdc_realn.bam	bb1f76d19aceb4ac6d6dfaef22c017ae	8678275390	released
9d2b11ed-dacd-4803-ab24-55bc3d2adcab	62298f43-7f8b-430e-9a23-0ee0ffbc1162.rna_seq.genomic.gdc_realn.bam	5cea8164f75c2273d078661035533e8c	4623415957	released
9df1eba7-2147-49f1-b060-1d92038aa60f	d32c4662-2b0b-4f78-b031-e6ff5286664c.rna_seq.genomic.gdc_realn.bam	0ac29d46648ad9ebe3f4d90921b7ef42	7144411542	released
6a8380a6-1c1a-426f-8e6f-fd8ec6aa8eec	2645561c-8313-4196-b321-b4a83879df88.rna_seq.genomic.gdc_realn.bam	dc7258c2b5b4aa823a7d9ef1596d1eb0	8526619246	released
5ad3ae6c-67ab-465c-bb27-e02547caeb19	3b509602-c9b3-4dba-86a4-13e2a3857bb4.rna_seq.genomic.gdc_realn.bam	bcf9c704fde299145aef0124afcbf080	9280118854	released
dbef8e9f-077d-45e0-aec2-95fdaf045ac0	0c087071-89ba-4fc8-ab47-c4f1c60fa24c.rna_seq.genomic.gdc_realn.bam	9dc794509a9fb26a88fbced4705c9ad2	5953838791	released
6ba4d50c-ad00-43a6-b59b-ba57f559db27	8b9d534c-0d48-4d88-bbb2-a866d7e73a55.rna_seq.genomic.gdc_realn.bam	171edbccf63464303c8e275e6b60e6f2	7090057562	released
bba6c019-2704-48b4-81bc-051d213f0ada	b1e03953-263f-4331-b386-487cdc897425.rna_seq.genomic.gdc_realn.bam	c14a361fe808b967e91072f9267d4714	7507860780	released
3be79fd6-7131-46af-9e3c-97ba203506e6	baf9135d-d8dd-4e04-9115-4055b81fae05.rna_seq.genomic.gdc_realn.bam	0ba57103357dd62d42dd847ea4e9cf0e	7122067905	released
3c13e74c-8996-4615-97b5-f08d1094d5f9	d826d551-cb0f-4d0e-b21d-a7b0c9010a62.rna_seq.genomic.gdc_realn.bam	37829358029ec0c0c08ee31db78dc8ee	6335491806	released
e2d05d96-f9d6-47d7-a3a5-b7a3af662f63	39e27085-909a-436b-b8e9-624c16303208.rna_seq.genomic.gdc_realn.bam	355d28643f436db2d390270474834add	7995164081	released
ddc9c481-c8a9-4579-bc10-9fbe63c04939	466a4121-0583-47ee-9d54-1f1c2d47e381.rna_seq.genomic.gdc_realn.bam	acb8230200819e139d1a648d3c7c8d85	11547713445	released
0ba75d34-b2a5-486f-9e80-4561e048a0cc	2cfbc50e-e38d-41ad-8809-a3ed9685ddf1.rna_seq.genomic.gdc_realn.bam	97c41ce78819cf660c473d496df86f69	5697625986	released
7a711642-b617-47e7-a4d1-4b7366783174	2df3cde4-5d53-4e2c-829a-e609f1d92a7b.rna_seq.genomic.gdc_realn.bam	3c6acf5f04b4f75813c082238ec22098	4571353442	released
fd89bfa5-b3a7-4079-bf90-709580c006e5	316d8a79-9084-4355-9de7-e29503bf0864.rna_seq.genomic.gdc_realn.bam	5df2b13afab68034309f43bd2372cdea	4363875024	released
25446deb-1d03-46a9-8b4a-da7af7042139	4497500a-5721-4d7a-8ed9-1ba7b42fb6ab.rna_seq.genomic.gdc_realn.bam	9afd7de97ca43b42cfa5f04e9e408271	11934678658	released
3da408cf-9b86-43d0-b3a4-9698ad380e6e	f0bc4292-6662-460a-8bf8-a3c9fa2fd7be.rna_seq.genomic.gdc_realn.bam	c3cadaea519bdcf93924a6389e87ef4c	6844034328	released
10ef6820-8ab2-445b-a8a7-645d070c3ab1	d28a7c02-2f33-46e2-bff9-5ed518ea6fb6.rna_seq.genomic.gdc_realn.bam	2511a9557bdb17811c061f020dcd3ef1	8414427994	released
794cc149-9b7a-46a4-9ac9-5405bb67a48c	6e79eeb3-9eae-45f4-92a5-fba71c154c1a.rna_seq.genomic.gdc_realn.bam	cafa6b4dbbd8f489ef2b17d9589ebe60	8533567968	released
1940ca0d-531a-4b4a-811a-ed85388db6b8	c58a5583-7b04-4b67-9372-e161e18d7de1.rna_seq.genomic.gdc_realn.bam	2fff5890261d152b3c32e941c7357df4	10265069572	released
544118d1-c3af-4263-9c44-8e7a9127d1e8	1880f86a-77c8-4eac-a3e7-a62f5edad8fb.rna_seq.genomic.gdc_realn.bam	1b227c610e147d590f5d9de081a71486	4815035477	released
82bab1b8-a47c-4d86-a25f-19a219dcdf40	a5e348aa-d0fd-40fb-a171-b51a36e53612.rna_seq.genomic.gdc_realn.bam	146b857447af0a129dab0b7c4d0c5f68	4871492274	released
84a8eb01-68fe-43e0-9f9d-14c9ae33eb94	e4559121-091f-41f2-9559-2abb1bbfd229.rna_seq.genomic.gdc_realn.bam	37c6703c2ce41f2273c2e088b22b4ebd	8071759629	released
e3dee990-5321-465a-9a5b-18ad7bb2c8e4	29789e2c-1555-46e0-8e17-8a252933d84d.rna_seq.genomic.gdc_realn.bam	77b02c9005689a137e62d79f02be8ecc	7422492944	released
963e463d-23df-4848-abb4-a863e5f97458	06a03e45-7315-4a8d-9fef-d841a4a8043c.rna_seq.genomic.gdc_realn.bam	15e3fc67fabcb530e353f7af1a11be23	4279002600	released
5b170d81-1e41-40be-aa95-e773a00c24b4	36998e69-e955-49da-b859-2092caff19cb.rna_seq.genomic.gdc_realn.bam	b04321f2c0a6d39993fb064b933dbedb	11736743220	released
ee0297b5-ba25-4fe1-9383-532482af73b4	acb208ab-def4-4b55-b1c7-abe2130e61c9.rna_seq.genomic.gdc_realn.bam	087a2fe2f34af587b8da937092fc6582	4520876919	released
6d7561a8-0861-43ae-a79d-c8d3f73552b3	dede0990-1733-4473-bc48-78605f16834c.rna_seq.genomic.gdc_realn.bam	903ce03fb6490e6ada2c7687171e3140	6921286337	released
538098dd-814e-4210-ac1e-8d59f97c2970	689ba70a-9664-459e-aee5-fd16b3b993a8.rna_seq.genomic.gdc_realn.bam	4c7db4f218eeb387a6523b1b64a2b01d	9383898934	released
59d2c6a3-6ccf-410b-b8b0-ea26f9d7bf50	2dd0b954-db3e-402d-9c06-6160e199dedb.rna_seq.genomic.gdc_realn.bam	886aa706aa93f49485d02e2fed002fba	9311478737	released
8324eaf5-2d89-4bf6-9f10-c98dd55ca79f	ac792e04-54f4-4c6c-9cb5-23a7c1a4ed0b.rna_seq.genomic.gdc_realn.bam	d9574d49b16edbf94878e1f4bd37e270	5904758232	released
0c86772e-50e9-417b-8bb9-593d87a0866a	e55a506c-870f-4011-adfc-37eccbf5f17e.rna_seq.genomic.gdc_realn.bam	0bc73ebdac164ce6fdfb2711ccc3f832	6782247009	released
34d56066-ff15-4416-a043-9ef033f9d871	7fa3f262-b786-4b89-b38f-505bff13c382.rna_seq.genomic.gdc_realn.bam	6156679d6cd7c0cb2ffcd220fa4f2bc8	6232814811	released
93e09600-1c30-401f-bfd2-a0faf279fabb	922ac2aa-8619-47ef-99d8-160e19861f57.rna_seq.genomic.gdc_realn.bam	a71de357402bdba7578310cf27539334	5353472320	released
0d660651-bcd9-4cf7-88af-61327b2270eb	a17d056c-59ee-4c93-9357-19d57f108144.rna_seq.genomic.gdc_realn.bam	b79d4b7cbe2d7fa99ada8e593d6c34e4	7547260406	released
d0ece75b-e035-48d5-9eeb-989b501e636d	3f91fef1-b62c-4884-a882-c99bb6ca9613.rna_seq.genomic.gdc_realn.bam	8b97ddc565e1d8db38f7662d58aa7e3d	5240005976	released
1a7158ee-ea2f-4b51-9d55-8ba0683486a1	a90d3b2d-38f9-455c-88cd-73d5b3729491.rna_seq.genomic.gdc_realn.bam	ab96a31e0f2de837f84a332c958f5a78	5320496524	released
bd9e2363-a9c1-4582-984a-847d38528817	493a8b0a-11ea-4f37-8149-3825aaa04fe4.rna_seq.genomic.gdc_realn.bam	98452dc60c5594154a85bb66d9c93915	6647739744	released
c7dc9468-4e66-49f6-a501-a7a3994b14cf	a95ecb1b-9dd9-4916-9b73-b967278f3d85.rna_seq.genomic.gdc_realn.bam	c8b32c7686682f4417e68a76ec88e393	6788278920	released
c8112f38-7ba7-4869-88bb-d581401885d3	3fab2674-2e00-4748-9d33-9e52631cebfd.rna_seq.genomic.gdc_realn.bam	e4edd57b4b2869ebcf7aaf6373460f62	9767338152	released
337d0e29-6991-46f5-a58b-3977b6c50d42	10376443-40df-451a-91e5-6be34850558c.rna_seq.genomic.gdc_realn.bam	a9c05c08afa886cb9a02bdb7fd74b6ed	5321941336	released
f76f5717-d687-457c-b71e-9310400d267b	ff93cbad-7bdf-4e5d-81c7-95aacaa3bee9.rna_seq.genomic.gdc_realn.bam	77df5d45589710775125b7feb0ca2a24	8689195123	released
4e4cd0a9-ba70-4f87-aac3-2757e0f72698	a5ecc76e-a696-4e90-8bb4-7a9965e2f8a8.rna_seq.genomic.gdc_realn.bam	89c003287e8e7745c577f0527c91b47f	5929643243	released
da3fa021-fcba-4cc8-901f-cc0b380aff2e	e4e983eb-2aa3-4858-b67f-9cc70452768c.rna_seq.genomic.gdc_realn.bam	a1c719a4c3d9e8e4de120ff2fa0a6a72	9816785087	released
4ed1e539-37e2-401c-b6e5-be7f0d2662dd	071e21e7-a494-4d87-ab48-1cb334e0d992.rna_seq.genomic.gdc_realn.bam	71728594928847ad0cf803c4f3168bbd	7001916588	released
1e1f1451-cc2e-41a4-9274-5d66d666ea53	7c3fbd41-7360-49e2-9c5e-9570dd24fcac.rna_seq.genomic.gdc_realn.bam	f40e6caf7e18a78d3466f26f888349b3	4544325131	released
719e629c-574f-46a5-83b6-df6f8a3dd5f3	b3ea108e-0ab7-4340-9da9-b7a8bc3b942c.rna_seq.genomic.gdc_realn.bam	a061f273a3d3e9df8382545a9e6e8f90	6180931165	released
ada89b8e-8804-40e4-9876-ebd2157d1d02	1be6a56c-a7b1-45e5-b96c-db20337073b8.rna_seq.genomic.gdc_realn.bam	21c5522b9e1e40e2cd7ac83afe22c2d6	4630746668	released
019ebe02-e0c2-458a-8274-4499dd20b16f	3574e83f-a983-425b-9082-63d5a32c01d6.rna_seq.genomic.gdc_realn.bam	16326a03e98dbeed7fadd50f7f5e5024	8218281151	released
5dc662de-7c44-46a9-9a51-f48c4fabe862	fb1c09a7-660e-4585-85b8-5acc456563cf.rna_seq.genomic.gdc_realn.bam	81326f5168d51f6c60c69ba73bb9d874	5429468849	released
02bd6a20-b1f1-4e81-af99-6ad860e7aeff	273bc6c8-f5a9-44df-a707-5274fcba8362.rna_seq.genomic.gdc_realn.bam	a26109cd97dd99952ffe76c1d1d88130	8048833606	released
002d7fd6-71f0-4efd-8e5c-f11bd46d1992	7289e7d5-65af-4d53-a4de-2691991d90d6.rna_seq.genomic.gdc_realn.bam	e6b3b04760fcfee22c6bfed224c3f9ad	9541840506	released
74568392-d797-4fa6-8996-6d16059af09e	d29744c4-3aa3-44b2-83fb-0e74ba697cd9.rna_seq.genomic.gdc_realn.bam	6043d5d3cebb564d6198d0c49026aa60	14706701201	released
21e4c140-189f-413d-9f0a-e3a766bcee3e	535047b2-35b4-4e31-8761-f38cf1f57441.rna_seq.genomic.gdc_realn.bam	252b8e1361f23e3d37ede91c1b87c61f	3121290525	released
474f02e2-6eca-4b27-b8a5-7822b2fa769f	f4cecad7-2cca-4990-9d88-115b6b201cc5.rna_seq.genomic.gdc_realn.bam	8645eda9b74ed7b35db7e5fb64fcdf8b	6674166684	released
c465ca98-ac3a-4621-82c7-dc9c13d97f59	f79d6a7e-eaaa-4382-a5ed-600cf8d45824.rna_seq.genomic.gdc_realn.bam	304a9f99c3cc378e669f9814498258d0	8274424039	released
f2e3d74a-4d16-43dd-830e-8bc0619839ab	47750d31-987c-48bc-b5a2-4872eecb0ed0.rna_seq.genomic.gdc_realn.bam	982404549b7f60bc647373b407eda0e6	5267852952	released
0275ec88-e067-4b13-86cf-a86aba8785ac	1924888b-3b46-4079-a403-d758975a37bd.rna_seq.genomic.gdc_realn.bam	ede4bd8b38f8685e674fca029c97c34c	4945247071	released
15306114-b9d3-4ba8-aa6f-b3872b0ea1f5	947967e5-9255-49e1-886b-3dd81909a9da.rna_seq.genomic.gdc_realn.bam	09d78290c8a139e0f439ef6feb14ca4d	6528585317	released
51eb2242-72f5-4306-984a-499d34edb84b	69118aea-1784-49a0-9932-082f87fdec62.rna_seq.genomic.gdc_realn.bam	2e1e5a879d76ae32903873aa30e3efef	6235705390	released
3a665699-89d8-4018-aa02-1bfdbabba02c	fc5b682e-c00d-4840-8c11-f17abe059fa8.rna_seq.genomic.gdc_realn.bam	3303038ed16622f72b78fceef09d02f0	5932553582	released
e58d62e7-e572-4e3c-afe9-4704c18039a5	2b5864c9-7577-4e93-8d22-1f45a98267f1.rna_seq.genomic.gdc_realn.bam	e62db097995c58d272f4a6b6a8d4822e	3966296941	released
f57223bb-67ea-4334-8c44-b1af9c76ecda	768e0380-9183-4600-849b-0d315ba502fc.rna_seq.genomic.gdc_realn.bam	ae1b3807d4ebae9c3ba8a3359b67aee5	6347920169	released
05774721-64ab-495a-8d14-20c05b97983b	bce4dcd7-d9e8-408a-8ab0-f993f9297a68.rna_seq.genomic.gdc_realn.bam	a96a000aa22e399eb7bdfd04b45b3ab4	4991962680	released
17fcd15d-91d0-4f5d-adcd-517f0f78fb81	0f669396-2dc4-4305-aa35-c6fbd82ee7df.rna_seq.genomic.gdc_realn.bam	80b68a9dd97cb630746c54abbc0f43d6	8809985282	released
f82e0bce-535a-43de-b03d-fa06de395982	9935bf3a-de25-401c-bf1b-5225a62b24f7.rna_seq.genomic.gdc_realn.bam	697bae2ff5d173e59c4359bfbe431057	5270804062	released
e15befa0-b29e-452d-9cd2-496cabc3e282	98b5b7d9-7f5d-48e0-ad50-7b22f379fef6.rna_seq.genomic.gdc_realn.bam	a63e376e2b4976eda7302f63cd32b9e4	5100209460	released
e17df523-c660-4398-8936-8edf7e44ced0	87568e73-7eac-4243-9d74-03efb86b6f29.rna_seq.genomic.gdc_realn.bam	af653245734eae1ca1d4376cf7b6ec26	5193814947	released
01e68b74-d892-4128-b4bb-640930b83c45	3a814d3d-749f-4066-b33b-3faf503d84bb.rna_seq.genomic.gdc_realn.bam	aced80624504c9d5fd117beae2318418	11812910269	released
9a9c8b7a-4560-422e-9674-a1de8468907c	98f3d2d7-edc4-40aa-b09a-63f8abd2b528.rna_seq.genomic.gdc_realn.bam	b4be52af1c08b84b22dab45e7a8723c7	9364225536	released
b5d43e00-9b5a-4c95-a638-9f0a2394b0be	0a430a9a-7e63-41d6-8cd0-1dda1e1df975.rna_seq.genomic.gdc_realn.bam	82591092c7d864e3f124e56ab5e54fff	8899569626	released
fca77020-bfa8-4dba-953e-f440633c30cf	b656d5d9-3bd0-4d76-b7ad-6440cc706048.rna_seq.genomic.gdc_realn.bam	d007aa6ad92cce6e747649f486e04e76	4315137892	released
df019eff-8fc1-4346-b9c2-be05e5d6da5e	8f51e90d-f617-4ed2-bbc7-7bcd92d1963d.rna_seq.genomic.gdc_realn.bam	b63ae64609182c9944a69762ca038481	7505620435	released
e2e0b9b4-f5e8-463a-8c84-a4ce50382d59	a37d7ef3-0840-4114-acec-ce9e29bb54e9.rna_seq.genomic.gdc_realn.bam	78781c20a87b94e17e7a08db01fc6349	6345879027	released
16ffeaba-38b0-457b-a361-d8920b79eb27	fb49b14e-d40f-4270-98b3-458ce60f2cde.rna_seq.genomic.gdc_realn.bam	1105d95a402c46e8b48537be6907d042	8291225484	released
149b54cd-9d64-4011-86aa-b966866b8e0e	f72da140-1607-4609-a6bf-ebe538667a8c.rna_seq.genomic.gdc_realn.bam	f6b5eb2c5ab79792c2d333ac334d9e37	7874720974	released
7fbc26a2-3ac8-4cba-9824-35e8cd10df1d	b5e84055-487f-467a-9bc4-bd59ec82f183.rna_seq.genomic.gdc_realn.bam	958c267b690a418051a90a63833415f0	8810183052	released
fa1442b7-1577-4542-91f1-d96ee15e7ed3	e590db5d-2577-43ec-9d39-45a257be5562.rna_seq.genomic.gdc_realn.bam	5e270080a74e2ec167b16fe73e572b28	7006595815	released
6c8c4d8d-42e0-4ea2-b8d6-46971e206196	d7eb3fb0-7bfe-4f69-b298-41dde09902e6.rna_seq.genomic.gdc_realn.bam	cada35d0cf8d45d670771c582aa6f0eb	9810577559	released
e82cbf3d-5b6a-4489-903d-b090e6e68eb0	b3435d9e-fb7f-4748-9a0b-2b532875c87e.rna_seq.genomic.gdc_realn.bam	40607dbc43c27fcce0979aca7623bd81	4816547709	released
7c8026c4-09eb-4d27-ba39-2cb1d3ef0980	b73f749f-eafa-460d-b921-f12e7f8d6609.rna_seq.genomic.gdc_realn.bam	47acec1a07a191f7357b2543946ed44d	8116366653	released
0f54b601-6a21-4265-9076-4d30ac6e787d	d76cd13a-0481-442a-bfe6-ad322fc3851a.rna_seq.genomic.gdc_realn.bam	d8eabfedc33ade84ad3bafa04f880fd2	4499591765	released
2c968e66-eb18-4128-94f9-38fb83885075	0a133c47-fae8-4e3b-8f4d-cbf357f5e2fc.rna_seq.genomic.gdc_realn.bam	ab1f6290d9b6c33281faff394920411e	9121636026	released
7760a8a1-ec20-4973-bf1d-bbe9d57198b1	2429f1fd-8612-4944-a405-296a52daec57.rna_seq.genomic.gdc_realn.bam	79fc7ed76fcf4e1cc4412da26e8938df	6988492066	released
849b94e2-8c76-4231-8c1a-e44c9afdeb92	f5b6634d-5891-4550-bde6-7a0383e5e3da.rna_seq.genomic.gdc_realn.bam	dd40fd2b6ff0f0f8a8bfff638d8507e8	6732448795	released
1fee353b-7117-4e1b-b190-10fd9cb306d9	723ed50c-2c78-4a3a-9f6e-9f9e8e264f6b.rna_seq.genomic.gdc_realn.bam	848a3494e767029603e3f1b868b291ee	7390134367	released
9327f6ce-3abe-4cc7-affa-9e159104270f	4e75f67b-99df-4ad5-a2ca-1877a3d45655.rna_seq.genomic.gdc_realn.bam	5c297ed6e1e43409cca0e7955eddcf68	6435895538	released
79fc5a4f-83e5-443a-8bf9-35fa3e9b8d96	a2744918-6659-412c-a5e3-a02b9712890e.rna_seq.genomic.gdc_realn.bam	3ae9f6e153a7ba21695ef4923449f1bd	7776828519	released
ae2edd50-21c8-42db-a632-308ac328d132	87506e5d-4ebe-4f0c-a124-ea0add72d2ac.rna_seq.genomic.gdc_realn.bam	2eb0f78067a898a84b6b88403cddd3b1	6595100122	released
864e521b-e4f5-429f-8348-32b39c53954f	216e4f8a-be1a-41d6-b413-fa4645423caa.rna_seq.genomic.gdc_realn.bam	6208780bd4efdcb19fa303755fb1d6b5	7529001645	released
876710c7-8e5d-4165-b34e-4dc2afb3712a	1d65448f-dcba-432b-98d5-f7e87de4f9f6.rna_seq.genomic.gdc_realn.bam	181f67f7754e0ec57dee601f876a05e4	5086934807	released
abda4306-47af-482c-a7f0-9d82faf22350	dbd18198-74a5-410d-bf38-08a0ca2fb207.rna_seq.genomic.gdc_realn.bam	bf8506e34c30713b3b1401de071dae63	7782934789	released
9c9d6caf-1933-4932-8a2b-b54a5cc5e4ed	b9e82597-fdf2-4479-a764-29193ddbd58f.rna_seq.genomic.gdc_realn.bam	d01eb045785a72481839d8b87fe840d4	8489672059	released
f2da86a5-f12f-4d50-9cdc-de787b878d40	f58dd06b-ab52-42e5-8603-cde9c4eb7fed.rna_seq.genomic.gdc_realn.bam	9329de91d85f3c085e22456b47de97e1	6607189553	released
5032209b-5fac-4ff0-9fb0-797a90070594	cff71f50-9056-40dd-b358-0de3e079cad0.rna_seq.genomic.gdc_realn.bam	1b056d5e9dc1bee64c4409bba5705965	7643263465	released
d3c88a60-142d-4c9c-a7e6-5b35658e669b	5b6b8058-474f-4a6a-84c6-0eab99e3b2d3.rna_seq.genomic.gdc_realn.bam	118cb7378bf4b9ad6bc030951c27ac70	7739247300	released
62bad480-4f5d-4fc9-a0a6-348a9b4a0abc	1c9253df-acb7-492c-aaa8-7718fc778f13.rna_seq.genomic.gdc_realn.bam	454459d33ba0a736761747c3dae69db8	7667188259	released
3944cfdd-145f-4e75-b4a7-0ac53a47acee	3099b2a6-0d46-4404-88b0-a3689b019c38.rna_seq.genomic.gdc_realn.bam	ef59af6719eadba55d44d22e1c34061d	8869107394	released
758aa4aa-6710-4254-b2c1-e57d4cb5d7da	3129e1d1-9844-4df4-b30e-29b1c438983b.rna_seq.genomic.gdc_realn.bam	84760b18e75a62ed77636c5d429a9741	5744007235	released
89d77227-5d15-4249-b48e-977d4f5a3879	597c71b0-5c49-409d-84ff-cc31b185c620.rna_seq.genomic.gdc_realn.bam	b4a61630a606cb7b396bb03175681846	6359370659	released
